id,Instance_number,-0.361G2-0.35G3-0.347G1-0.288Medu+0.285failures...,0.393Dalc+0.384Walc+0.325sex_M-0.249studytime+0.225goout...,'0.374G2+0.37,-0.457Fjob_other+0.418Fjob_services-0.306guardian_mother+0.294guardian_other+0.236Mjob_services...,0.382guardian_other+0.329absences+0.279age+0.242paid_yes+0.225romantic_yes...,-0.473address_U+0.374school_MS+0.326traveltime-0.303reason_home+0.215Mjob_teacher...,'0.38,0.345freetime+0.297famrel+0.291activities_yes-0.276guardian_mother+0.262guardian_other...,-0.4Pstatus_T-0.366paid_yes+0.318reason_reputation-0.3reason_home+0.283absences...,'0.469Mjob_health+0.398Fjob_health+0.35,'0.4,-0.417Mjob_services+0.357Mjob_other+0.318Fjob_services-0.315health-0.279famsup_yes...,'-0.477famsize_LE3+0.347reason_other-0.309Fjob_health-0.261traveltime+0.24,-0.422famrel-0.274freetime+0.269Pstatus_T-0.254school_MS-0.239goout...,'0.49,0.372Mjob_teacher-0.344Mjob_health-0.328goout+0.299Fjob_health-0.282higher_yes...,0.395activities_yes+0.384romantic_yes+0.301famsize_LE3+0.257reason_other-0.248famrel...,0.509nursery_yes-0.353activities_yes-0.346higher_yes+0.298famsup_yes-0.256reason_other...,'-0.388studytime+0.35,'-0.349Fjob_health-0.329schoolsup_yes-0.321reason_home+0.27,'-0.54nursery_yes+0.29,0.542Pstatus_T+0.345famsize_LE3+0.285famrel-0.269freetime+0.227address_U...,'0.475freetime+0.33,-0.331Fjob_health+0.328health-0.29romantic_yes-0.262school_MS-0.258sex_M...,0.412traveltime-0.319Fjob_teacher-0.314famsize_LE3-0.242age-0.239paid_yes...,-0.442schoolsup_yes-0.34studytime+0.309Fjob_teacher+0.303higher_yes-0.268Medu...,0.384romantic_yes-0.373famsup_yes+0.333higher_yes+0.301failures-0.234activities_yes...,'0.361paid_yes+0.345address_U+0.315health-0.273famsize_LE3+0.27,-0.621failures-0.244Mjob_other+0.241freetime+0.227sex_M-0.219Fedu...,-0.372address_U-0.362studytime-0.334Medu-0.274school_MS-0.27sex_M...,-0.431famsup_yes+0.374paid_yes-0.329age+0.277freetime-0.259sex_M...,0.488sex_M-0.446Dalc+0.438goout-0.242activities_yes-0.229address_U...,0.468guardian_mother+0.362guardian_other-0.295school_MS-0.243Mjob_teacher+0.223Fedu...,yes,Cluster
325,324,-0.371024,-0.044897,2.91503,0.726601,-0.091734,-0.764862,-0.519219,-1.550579,-0.755389,-0.042793,0.871438,0.705048,-1.277641,-0.51389,-1.255667,-0.551573,0.881203,0.910209,-1.751397,-1.041329,-0.019983,0.591289,-0.589739,1.243654,0.620186,0.013276,-0.310428,-1.128774,0.762999,0.966171,0.328681,-0.890345,-0.434921,1,cluster2
326,325,-0.455113,-0.178343,0.327818,-1.482189,0.177135,0.018269,-0.568098,1.04692,0.030739,-0.40377,-0.552294,1.244355,0.576835,-0.366641,0.435511,-0.506928,-0.704707,-0.517521,-0.289446,-0.058261,-1.814292,-0.465603,-0.90621,-0.20665,-0.082683,-1.042746,-0.613806,-0.370434,-0.418911,-0.732073,-0.665326,-0.415887,1.255472,1,cluster1
327,326,-0.354132,2.778116,1.477622,-0.812631,-0.545395,-0.759036,1.489806,0.841888,-0.230435,0.170801,1.03047,2.989819,1.034972,0.589316,0.637495,-0.434797,-1.973391,-0.671188,-0.861802,0.903782,0.400793,0.550293,-0.158996,-0.145489,-0.503939,0.38649,0.111278,1.25623,-0.659903,0.036355,-0.803909,-0.02415,0.748175,1,cluster1
328,327,2.345089,3.349983,0.434182,-2.298695,-0.331392,1.213659,2.241807,-0.545741,0.590064,-0.228787,2.428584,-1.977578,-0.236355,0.533436,0.082503,-0.798983,-0.487657,1.442902,0.212553,-0.657623,0.18949,0.370843,-0.623512,0.38847,2.138674,-0.128331,0.180826,-0.906523,0.632531,0.271065,-1.287343,-0.697103,0.961514,1,cluster0
329,328,-1.568684,0.955691,-2.577818,0.574032,0.064798,0.679821,0.384716,1.07239,-1.74036,-1.991002,-0.98324,0.519247,0.43146,-0.666824,0.315333,0.736877,-0.739718,-0.124974,-0.012594,-0.09291,0.547281,-0.208947,0.024383,1.13897,0.304288,-0.127875,-0.81625,0.525805,-0.527037,0.461524,0.20628,-0.207159,-0.00605,1,cluster2
330,329,-2.821055,0.679148,-1.065568,0.47623,0.606788,1.955583,-2.248388,1.104124,-0.287089,0.173806,0.513044,-1.213979,1.694585,0.367205,-0.292156,0.540446,0.063735,0.273422,-2.123842,0.244565,2.352839,1.367493,-0.658415,0.753904,-0.157596,0.073977,0.958234,0.627627,-0.002503,-0.303337,0.305926,0.172851,0.029204,1,cluster4
331,330,1.362047,0.375439,-0.032267,-2.215538,0.543725,-0.553791,1.588088,0.992117,-0.341203,-0.775699,-0.708527,0.531345,-0.29494,-1.4991,0.699553,-0.129545,0.563283,0.545601,-2.065393,0.183348,-0.289875,-0.371589,0.005525,1.093074,-0.994113,-0.407937,-1.951898,-1.12646,0.191468,-0.648875,-0.97232,0.450751,0.490013,1,cluster1
332,331,-0.801831,-1.086554,0.654914,0.427434,0.553025,0.630139,-0.206498,1.105072,0.259461,0.767578,-0.027281,-1.230071,0.352529,-0.096588,1.38627,-0.408756,-0.162565,0.956092,-0.628724,0.27429,0.020779,-0.270328,1.033962,0.529089,0.765766,-1.489225,-0.551368,-1.340543,-0.140289,1.987468,0.459999,0.426858,-0.852516,1,cluster2
333,332,1.633341,-0.469704,-2.550469,1.617891,-1.594877,-1.320074,-0.528981,0.33908,-0.881421,-2.246216,-1.331762,-0.082226,0.013147,-0.825001,0.553737,-1.852649,-1.294541,-1.016586,-0.013091,-0.323962,-0.959023,0.484486,-0.678583,-0.145881,0.216811,0.448072,-0.449749,-0.347251,0.92362,-0.014941,0.047437,-0.636606,1.05135,1,cluster2
334,333,2.778727,-2.078035,0.93813,1.109898,2.167425,-1.234645,-1.734198,1.569645,-0.433864,-0.370039,-0.521336,0.914881,-0.620325,-0.498207,-0.453021,-0.456768,1.747535,-2.411085,-0.652587,0.565013,0.135316,0.882975,-1.037423,-0.424809,-0.309074,-0.136302,0.039189,-0.882663,0.385919,0.881161,0.208964,0.039438,1.149964,1,cluster0
335,334,1.450609,-1.744511,-0.143538,-0.474735,-1.040879,1.628176,0.656863,1.285536,-0.089679,-0.897962,-1.109316,-0.452879,-0.174304,-0.654359,0.720426,-1.258351,-0.151305,-0.433563,-1.248567,-1.346717,-0.483577,-0.942549,-0.752663,1.576071,0.461291,-0.522724,-0.585722,-0.848038,1.021981,0.466267,0.491586,-0.141994,0.818827,0,cluster0
336,335,-1.66442,0.636168,1.018726,-0.543317,0.344114,-1.006315,0.877082,-0.190589,1.020983,-0.724497,-0.59884,-1.157633,1.509582,-0.329815,0.529474,-1.191673,-1.548824,-0.109545,-1.278881,-0.808843,-0.839726,0.686159,0.6277,1.219915,1.547321,-1.09313,-0.814683,0.036956,-0.284979,0.276116,0.812199,0.365376,0.244744,1,cluster1
337,336,0.31959,0.015191,1.865501,2.790422,2.420653,-1.311502,-0.219806,0.258635,1.046799,-1.299296,0.575348,-2.725783,-0.472507,-1.05308,0.613125,0.331376,-1.594524,-0.365457,0.208892,-1.033093,-0.37866,-2.514657,-0.467428,1.604582,-0.512027,0.216434,0.780336,0.234854,1.097801,0.905524,1.596018,0.355616,0.218508,0,cluster0
338,337,1.567586,-1.732637,-1.301925,-1.005911,1.465247,0.037909,-1.103482,-1.222682,-1.814446,-0.412708,-0.366069,-0.091099,0.815916,-0.112486,0.066974,0.030557,0.378701,0.750658,-0.143969,0.863581,-0.354853,-0.170129,-0.228938,-1.281598,-0.017732,-0.042365,0.897337,-0.846199,0.357509,0.289416,-0.343436,-1.251586,0.463862,1,cluster1
339,338,-2.578596,-0.337618,1.344656,2.340903,-0.01478,-0.984186,-0.008397,-1.325812,-0.319101,-2.541464,-0.476659,-0.370438,0.243602,-1.010967,-0.45308,-0.399756,-0.480562,0.866431,-0.308184,-1.309487,0.77272,0.600426,-0.275181,-0.124999,-0.253834,-0.73333,-0.935716,-2.33891,-0.402991,-0.547887,-0.457846,-0.077094,0.5833,1,cluster2
340,339,0.539586,-1.089995,-0.01678,-1.636502,1.647659,0.50914,-0.717379,-1.856852,-0.328495,-0.663241,0.9506,-0.543957,0.3726,-0.750127,-0.036399,-0.033272,-1.459597,0.300508,0.737972,-0.159419,0.47692,-2.468807,-0.71257,-0.526415,-0.822578,0.448449,-0.174271,-0.670256,0.29299,1.234482,0.352356,-0.501704,-0.033516,1,cluster0
341,340,1.046101,0.225071,1.046701,4.120499,1.900809,-1.637699,0.462637,0.198305,-1.043748,-1.826939,-0.363235,-0.238041,0.22724,0.109607,0.431847,-0.724187,1.115286,-0.300769,-0.903976,-0.771236,-1.045905,-0.627993,-0.933178,0.719782,0.118787,0.334006,1.149153,0.890196,0.408334,0.779366,0.167191,0.383679,0.245904,1,cluster0
342,341,-0.003565,1.500134,-2.335319,1.362457,0.127433,-0.455551,-1.758316,1.573995,-1.637492,-1.44484,-0.227413,1.362741,-1.015758,0.611116,-1.098686,-0.036272,-0.1891,-0.031,0.418604,-0.368991,-0.754427,-0.887505,-0.716423,-0.269718,0.079546,-0.383172,-0.487484,-1.016297,-0.402036,-0.037556,-0.971699,-0.625017,-0.729839,1,cluster2
343,342,-1.548684,1.322394,1.54768,-0.465907,0.477334,-1.517957,-0.654326,-0.442983,1.17112,-1.286656,-1.09769,-0.886696,-0.813824,0.753506,1.863242,-1.109057,0.598946,-0.757036,-0.914655,-0.261013,-1.180607,1.236106,0.074965,-0.803887,-0.249969,-0.810249,-0.086668,-0.29032,-0.133631,0.340107,-0.197319,0.147366,0.341168,1,cluster0
344,343,1.426583,-1.56416,-1.276665,1.505922,0.601702,-1.162624,-2.365446,-1.125207,0.440137,0.631303,-0.042738,-0.663219,-1.024475,0.05715,-0.103594,-0.541244,-0.007662,0.360151,-0.601965,1.414771,0.598676,-2.225942,-0.067565,-0.111673,0.253986,0.182825,0.12497,-0.491239,0.961987,0.881875,-0.446232,-1.270592,-1.361964,1,cluster0
345,344,-0.164982,-1.552645,0.046864,-0.298009,0.132807,0.18976,-0.034995,-0.138993,-0.285673,-0.242269,-0.861945,-0.716004,0.855596,-0.216053,-0.724394,-0.191559,-0.905039,0.376776,-0.640281,-0.29193,-0.238182,0.155008,0.063099,0.862633,0.457942,-0.685085,-0.880573,-0.811005,0.006135,0.646694,-1.207353,-0.424358,0.064818,1,cluster1
346,345,-0.268268,0.777109,1.511398,1.325844,-0.172127,0.444883,-0.234976,-1.108232,-0.626768,0.259133,-1.178417,1.787219,3.097718,-2.334822,1.169914,0.684057,0.301593,0.090574,0.339945,0.013724,-0.089838,-0.378814,-0.463729,0.522615,1.095763,-0.20449,0.748041,-1.572594,-0.391423,-0.371274,-0.626747,-0.437059,0.47258,1,cluster2
347,346,-2.205162,1.377985,1.039689,1.173602,-0.737214,1.450436,-1.440664,0.786905,-0.03647,-1.23985,-1.296242,0.594841,-0.146683,0.224826,1.717828,1.115132,-1.5186,0.415701,-0.042456,-0.300487,0.343939,-0.509404,0.332892,0.78603,0.621763,-1.779263,1.691126,-0.858232,-0.006908,0.607054,-0.454821,0.999637,-0.099245,1,cluster2
348,347,-0.497498,1.333481,-1.623271,-1.537886,1.47157,0.614551,0.199484,1.175666,-1.275701,-0.993036,-1.702824,-1.175666,0.543096,-0.850688,0.449554,0.957905,-0.379463,0.841622,-1.197705,0.54702,0.118477,-0.009063,-0.324348,0.415719,0.39312,-1.49814,0.840065,0.456033,0.051481,0.087448,-0.913875,0.820643,-0.551248,1,cluster1
349,348,-2.672987,-0.625395,-0.203573,-0.395672,1.70721,0.674926,2.220844,0.553188,-0.414125,1.317672,-2.112283,-0.043936,0.457483,0.721707,0.624612,-1.43115,0.635268,0.541308,0.25373,0.341565,0.546682,-0.289082,0.330065,0.268519,-0.955797,-0.698947,0.713363,0.654358,0.32696,-0.027619,-0.060058,-1.095312,0.020959,1,cluster0
350,349,2.913871,3.733987,1.763666,-2.509048,1.101511,1.808243,0.888013,0.024199,-0.462426,1.385618,2.219704,-0.280229,0.760794,0.666179,-0.308314,-0.650646,-1.248481,-0.121266,-1.361887,-0.21128,0.67307,-1.064432,2.427743,-0.507789,-0.004744,-0.633767,-0.800861,-0.145087,-0.82861,-0.916318,-0.749167,-0.173533,0.414527,1,cluster3
351,350,5.45237,1.841922,2.178578,2.614153,1.227857,0.562448,-0.708842,1.392719,-0.908675,-0.653344,1.591878,0.410409,-1.362446,-1.351993,-0.549003,-0.525886,-0.819812,1.18326,1.214618,-2.189517,-0.371691,-1.425485,0.108531,0.495387,0.25712,0.784348,1.526179,-0.577165,-0.935297,-1.120616,-0.088289,0.230206,0.197837,1,cluster3
352,351,-0.713663,1.602588,0.791507,-1.3725,0.998274,1.084553,1.179867,0.112645,-1.756038,1.617992,-1.136181,-1.329997,-0.147788,-0.772528,-1.262406,-1.672725,-0.240257,0.9463,1.297248,-0.679797,0.580843,-0.377115,1.237708,-0.320945,-0.148494,-0.595372,-0.167438,0.634224,0.930477,-1.11331,-0.471498,-0.138443,0.015267,1,cluster3
353,352,3.244733,2.425465,0.510418,1.645942,-1.504223,0.332717,-1.468682,-1.430624,0.816294,0.047078,-2.538878,1.281772,-0.287754,-0.401181,-0.466063,0.656086,-0.186311,1.446967,-0.041035,0.037057,0.233644,1.089126,0.644061,-1.61548,-1.028579,-1.414057,-0.665984,0.822947,0.207082,0.622071,-0.022876,-0.281137,-0.264464,1,cluster5
354,353,4.858001,1.091443,2.0811,0.016519,1.886265,0.834222,-0.688068,1.661394,-1.008778,0.579955,1.987533,-1.757424,-1.662699,-0.550312,-0.19158,-0.454673,-0.305377,1.078454,0.79291,-0.915033,-0.742674,-0.777886,0.890795,0.398683,0.285664,0.393394,-0.318607,0.165877,0.029229,-0.101446,-1.227685,0.236312,0.262609,1,cluster3
355,354,0.241281,1.59711,0.565186,-0.670276,0.878055,1.554534,0.676884,0.92819,-1.002642,-1.267136,0.209901,-2.072395,0.758216,0.290577,0.496577,-2.011499,0.783483,-1.081883,-0.15365,-1.41315,1.142501,-0.429856,0.536616,-3.430545,0.045098,-0.44213,-0.166727,-0.0147,0.509865,-0.393378,0.772003,1.187931,-0.612612,1,cluster3
356,355,0.383358,0.320255,-0.396043,3.125371,-0.633638,0.106593,-0.313723,0.471196,-0.726843,-0.402757,-0.672549,-1.346258,0.302505,-1.754544,0.568033,-1.656292,-1.006499,0.611661,-0.206011,1.306805,-0.127786,0.910658,1.200188,-0.897848,0.72686,-1.019631,-0.803134,0.456904,-0.203194,-0.036133,-0.847705,0.211692,-1.367386,0,cluster3
357,356,-1.448747,1.957998,-0.449064,1.999536,-0.959976,3.465922,-0.58724,0.666092,-2.071078,0.556486,0.32033,-0.828137,-0.134947,-0.821179,0.814906,0.67739,0.238799,-0.994646,1.49547,0.103458,-0.699335,-0.753508,0.379862,0.810831,0.336522,-0.082784,-1.724067,0.810083,-1.455159,0.219819,0.87255,0.360697,-1.469315,1,cluster3
358,357,-0.058772,-0.412476,1.325783,0.311198,0.161281,1.601133,-0.459453,-2.89571,2.998745,0.191324,-0.627833,-0.961721,-1.574729,-0.171995,-0.844372,-2.138595,0.017193,-0.911846,-1.797745,2.090793,-0.218279,-0.762346,0.86413,-0.425626,0.679613,-0.826409,-0.424376,1.971537,0.331066,-0.953033,-0.001716,0.129606,-0.558468,0,cluster0
359,358,2.502851,0.418873,2.860407,1.597481,-0.556154,-0.043851,-2.434869,-0.799959,-1.353655,0.322487,0.39443,1.442407,-1.524274,-0.296955,-0.231161,-0.539552,0.559786,-0.477212,-0.359781,1.081212,1.073872,1.101906,1.22164,-1.672323,-0.019604,0.290363,-0.079639,0.170662,1.012621,-1.003252,-0.183623,0.839353,-0.628736,1,cluster3
360,359,-0.671447,-0.173522,4.079091,2.69613,-1.614549,0.589591,-0.443295,-0.320448,-0.8856,-0.368454,-0.354006,-0.078802,-1.621106,-2.183056,-0.323573,-0.167222,-0.279969,0.770088,-0.379838,-0.001043,0.539535,0.964551,0.752704,1.267885,0.134906,-0.479375,-0.54921,0.259487,0.146934,-0.456054,-0.167831,-0.670324,-0.977035,1,cluster3
361,360,0.978649,0.951257,2.204928,-0.642756,0.178025,2.689971,-0.677713,-1.465782,1.706698,0.20619,-0.083767,-1.480377,-1.929814,-2.233822,0.957866,-2.071845,-0.72464,-0.239775,-0.66344,0.297369,1.303581,-0.213743,-0.158497,0.160945,0.449285,-0.911571,-0.336835,1.185528,-0.257748,1.864029,0.117584,0.138731,-0.585845,0,cluster3
362,361,3.12568,2.411522,3.331906,-0.333042,-2.485495,1.774094,0.299684,0.05383,0.763431,1.679579,-1.697627,-1.059456,0.313688,0.134124,0.436804,1.714254,1.047506,-1.019545,-0.320857,-1.52388,0.583353,-0.18956,-0.593088,-0.241915,-1.973531,-1.104338,-1.956405,0.370544,-0.168774,-0.398622,1.079541,-0.328195,-0.525435,0,cluster5
363,362,0.138006,1.149213,0.248993,2.781197,-1.475595,1.826669,-0.402985,-1.570284,-0.625859,0.561309,-0.747173,-1.492771,1.521385,-1.287246,0.374581,-0.71492,0.440523,-0.314123,0.652725,0.927024,-0.308663,0.133852,0.508695,-0.881081,1.282214,-0.499021,-0.535203,-0.237112,-0.63118,-0.81689,-1.490504,-0.373027,-0.296566,1,cluster3
364,363,-2.499334,0.409503,0.602574,0.871363,0.891632,2.103934,-0.634274,-1.212445,-0.404887,-0.273982,-1.079786,0.348567,0.045304,-0.620546,-1.184056,-1.665598,2.037824,-0.349937,-1.081133,-0.129792,0.123438,0.110342,1.301396,-1.866215,-0.40214,-0.135237,-1.143513,0.710723,-1.303851,0.494125,-0.284181,0.388603,0.133948,1,cluster3
365,364,1.506406,-0.806893,2.827717,2.012355,-1.795266,2.068307,-1.204769,-0.214395,-1.439166,0.998047,1.701779,1.194089,-0.346019,-0.059875,-0.495617,-0.855884,-1.508406,-0.668591,-0.304838,0.451775,0.649748,-0.054069,0.619054,-0.278091,0.346578,-0.293107,-0.607633,0.119767,-0.023817,0.302007,0.622332,0.431132,-0.511078,0,cluster3
366,365,1.550377,0.939306,0.846406,-1.11757,0.1934,2.868118,0.587885,-0.843002,-1.27726,0.115765,0.68081,-1.336575,-0.26467,0.036599,-0.81837,-0.660676,-0.805634,0.62992,-0.192028,-0.627432,-0.80883,-0.443771,0.66223,-0.606263,-0.230301,-0.199398,-0.576277,0.323745,0.552988,0.816635,-0.839987,0.968758,-0.519087,0,cluster3
367,366,-1.485463,2.760781,0.560002,1.639233,-0.73862,2.93283,-1.747972,-1.322071,-1.497192,0.173302,-1.464371,-0.371102,-0.835514,-1.646655,0.851443,1.442602,0.583683,-0.75859,-0.086356,1.449711,-0.743242,0.43327,-0.43702,0.332701,-0.005801,-1.521025,0.545272,0.732871,-1.009162,-1.75256,-0.265517,0.78074,0.10406,1,cluster3
368,367,3.279273,-1.976977,-0.077171,1.928618,-1.242034,3.818727,-0.136947,-0.843175,-0.845202,-0.431119,0.358339,0.506051,-0.641503,-0.585544,-0.216328,-0.045218,-0.387688,1.60925,1.947912,0.96711,0.855907,0.154065,0.499086,-1.88939,-0.053031,1.650809,1.933983,0.243773,-0.244304,-0.100776,-0.544255,-0.602577,-0.367729,1,cluster3
369,368,0.556329,0.17375,0.256363,2.585256,-0.165487,1.39237,-0.755832,-0.349117,-1.873125,0.174248,-0.053576,-0.755937,-0.336325,-1.232641,0.198579,-0.732748,-0.508457,1.074345,0.931883,1.291793,0.320234,1.416255,0.47618,-0.887425,0.522927,0.105099,-0.020951,1.706403,-0.279369,0.913777,-0.847164,-0.147668,-1.28775,1,cluster3
370,369,0.131838,2.103723,0.665179,1.449804,0.852624,4.501329,-2.43226,-0.247702,-0.448689,3.256016,3.369084,-1.55946,1.987351,-0.362988,1.416004,-0.021624,0.492428,-0.217768,-0.539338,1.288531,0.116464,1.060565,-0.448302,-0.196414,-0.837242,0.384634,-0.334197,-0.272255,-0.377556,-1.461917,0.6018,-0.677901,0.232615,1,cluster4
371,370,2.548189,0.139914,0.721555,4.973207,0.931478,-0.084136,-1.77637,-0.188854,0.318036,-1.242618,-0.458524,-0.476485,-2.298317,0.064399,-0.563965,-1.684806,1.555959,-1.31393,-0.024785,-0.117378,-1.147338,0.12199,0.350062,-0.337068,0.034804,-0.164517,0.319013,0.473144,-1.176099,-1.080338,-0.061858,-0.296158,0.423813,0,cluster3
372,371,1.977313,3.206898,2.073492,2.262733,-1.632664,2.939657,0.045613,-1.03941,-0.284553,1.337595,-0.615001,-0.253131,-0.344075,-0.300318,0.905645,1.50518,2.780068,1.647262,1.698113,-0.347854,0.34108,0.447779,-1.117391,-1.472849,-1.020705,-0.206393,-2.150202,0.932665,0.29202,1.157637,0.370208,0.280431,-0.993489,1,cluster5
373,372,0.205009,-1.042187,1.481614,0.626425,0.17174,0.53419,-1.826611,-0.267824,-0.857287,-0.47906,-0.868288,1.143665,0.414396,-0.915594,1.382734,-1.560623,0.808347,-0.276042,-1.542768,-1.01744,-0.290108,-0.856277,1.750542,-0.916563,0.331145,0.24602,-0.517032,0.360471,0.432579,-0.928789,0.061847,-0.734609,-0.275468,0,cluster3
374,373,3.314487,-0.372743,0.296145,-1.593792,-0.258913,1.876356,-0.007727,0.121946,-0.071941,-0.498624,-0.538893,1.372229,0.951332,-1.177055,-0.54019,-1.787717,-0.1869,-1.303223,0.191906,-1.429941,-0.951074,-0.655819,2.253933,-0.595705,0.614893,1.207369,-1.238938,-0.312059,0.668954,1.154596,0.637704,0.242389,-0.652908,1,cluster3
375,374,-2.111118,-0.291912,3.808052,-0.595662,0.534249,3.081717,0.25597,0.84384,1.111667,-0.684877,-0.438068,0.534801,-0.034982,-2.678703,-0.822916,-1.344628,-1.02345,0.641785,0.277653,-1.262227,0.012159,0.57732,0.757476,-0.954077,-0.270344,-1.212247,-0.27756,-0.753854,-1.562375,-0.392327,1.044769,-0.043238,0.532097,1,cluster3
376,375,2.926566,-1.880279,2.391004,-0.632514,-0.921209,2.808443,-1.341872,-0.459743,-1.10287,-0.26992,0.825578,-1.180643,-1.488085,-0.82331,0.815623,-1.187156,-0.710363,0.782562,0.085401,-1.546207,0.055621,-0.172466,0.048096,0.405269,1.062483,-0.067518,-0.257588,0.20964,0.666935,-1.300009,0.392416,-0.835018,0.345287,1,cluster3
377,376,0.372882,-0.215223,2.385753,3.018557,3.973219,0.955342,0.35986,2.199097,-1.045435,1.889472,-1.530537,-2.430055,0.182492,-0.375624,-1.089621,-1.013947,0.323201,-0.450423,1.017556,-0.817761,1.871674,-0.012289,0.49911,0.278496,-0.702522,-1.396433,1.158984,0.974404,-0.867344,-1.483142,-0.202251,-0.159196,0.000558,1,cluster3
378,377,-0.008283,2.997982,-0.824529,0.5704,-0.200838,3.136376,-0.053433,-0.065054,-1.532409,-2.206243,-0.532525,1.073173,-1.049462,-1.930252,-0.410494,0.353725,-0.775343,-1.486401,0.477245,-0.294769,-0.284234,0.072483,0.926523,-0.127125,-1.02536,-0.764496,0.131945,-0.419272,-0.464196,0.864123,1.018061,-1.3567,0.035762,1,cluster3
379,378,-0.873007,-1.198187,2.498558,0.028437,1.506424,1.306281,-2.17912,-1.814316,-1.619831,-0.423202,-0.718323,0.19645,0.859578,-0.765709,-0.049149,-1.285092,-0.498276,0.098594,-0.208933,-0.618244,-1.049512,0.624912,-0.236299,-2.048418,-0.239961,-0.603762,0.949511,1.165596,-1.022871,0.064733,-0.292089,-0.373303,-0.517436,1,cluster3
380,379,0.972823,-0.029038,0.701688,-0.757285,1.037318,2.759231,2.290422,0.580397,-0.410237,-0.875446,0.184325,0.076896,1.532854,0.204757,-0.910385,-0.013313,-0.398537,-1.61371,0.327379,-1.041786,1.076002,-0.400721,1.92599,-1.230555,-0.715352,0.686125,-0.450971,-0.301284,0.982358,-0.311499,0.727155,-0.578731,-1.340642,1,cluster3
381,380,-2.087127,2.74768,0.530481,0.521991,0.941257,1.509964,-3.230191,1.215687,-1.520701,-0.210567,1.218452,0.52098,0.51745,0.690666,-1.733248,-0.981712,-0.336656,-1.648133,-1.692498,-1.264018,-0.56743,1.018021,-0.914479,-0.661099,-1.603941,0.496321,-0.07876,1.518971,0.765684,-0.644669,0.665294,0.391091,-2.168921,1,cluster4
382,381,3.695649,0.703546,1.494114,-1.095301,-1.392623,2.37907,-0.602086,0.803957,-0.4306,1.67458,-0.781531,-0.51679,1.012745,-0.638004,2.120307,-0.105192,0.615006,-2.601101,0.428404,0.456383,-0.164449,-0.244248,0.603198,-0.939075,-0.011904,0.516801,-0.132228,0.212491,0.397254,-0.771149,-0.333888,0.917368,-0.552324,1,cluster3
383,382,0.658011,0.411789,1.531884,1.165085,-1.070495,-0.190888,-1.749451,1.225027,-1.727563,-0.484144,0.527682,1.567674,-1.037448,-1.279105,0.346811,-1.497382,0.030744,0.297121,0.725362,-0.505117,-0.764754,-0.589281,0.620741,-1.144601,0.520879,0.468336,-1.252415,0.604535,0.533678,-1.167591,0.24005,-0.075416,-0.375666,1,cluster3
384,383,4.577341,0.815426,0.660887,1.093675,-2.899998,2.248356,-1.171567,-0.577587,-1.133766,1.283468,-0.644454,-0.059397,-0.083655,-1.367363,0.734822,0.226404,-1.190147,-0.431669,1.188949,0.529604,-1.544495,-0.93458,0.746757,0.439925,-0.41478,1.163979,0.098808,-0.189375,-0.019574,-0.820776,-0.831805,0.903,0.158862,0,cluster3
385,384,3.670453,1.703178,0.254043,-1.216503,1.579961,1.298405,-1.000806,0.290242,-1.401983,-0.268363,1.32695,-0.425954,-0.672216,-1.041511,0.274775,-0.141676,-1.38299,0.286263,1.796984,-0.529308,-1.802713,-0.225402,0.662802,-1.312801,-0.220042,-0.095182,0.883117,-0.684988,0.502363,-1.357673,1.411001,-1.120612,-0.571906,0,cluster3
386,385,1.300066,-0.170275,1.389881,0.005823,-0.911437,3.240086,0.348507,-0.892783,-1.454313,0.708654,-0.856612,-2.125587,0.952599,-2.048051,0.682464,0.249153,-0.673023,-0.926281,0.646855,-0.744003,-1.282266,-0.189499,-0.488836,0.916228,-0.037997,-0.269065,0.054164,0.022062,0.081921,-0.197834,0.769486,0.091638,-0.74414,0,cluster3
387,386,0.945678,1.189562,-2.565704,0.168584,0.372883,4.712518,-0.213184,1.424513,-0.154814,-0.689785,-0.206546,-0.798874,-1.168095,-0.15423,0.805037,-0.16225,-0.048276,-0.163651,0.665001,0.523664,0.257959,0.342492,1.663717,-0.885826,0.58489,0.322269,0.188105,1.618329,0.101624,0.065217,0.232084,-1.047502,-0.099951,1,cluster3
388,387,2.974162,-0.846592,-0.105046,0.895535,-1.570642,1.527409,0.343962,1.773965,-0.102097,-0.848623,-0.872772,-2.169346,0.037317,-0.547976,0.525902,-1.224254,-1.713623,-2.779404,-1.023879,-0.272511,-0.520688,-0.277092,0.764124,-0.736999,-1.147367,-1.013427,-0.352812,-0.582805,0.300445,-0.396788,0.777499,-1.139889,-0.097388,1,cluster3
389,388,0.271344,0.15495,-0.747709,1.320886,-0.352996,2.056799,-0.65956,-1.175299,-2.055597,-1.986565,-1.784698,0.327689,-0.6242,-1.901543,-2.680198,0.684614,-0.07207,-0.118253,0.031945,-0.010134,0.83428,0.373927,1.224874,0.097616,-0.38219,0.269608,-0.547972,0.330487,-0.199245,-0.469363,-0.699694,0.622607,-0.880266,1,cluster3
390,389,3.544139,-2.844777,0.341577,0.120036,-1.579,1.916216,-1.885643,-1.124061,-0.410479,0.801336,-0.497954,0.288424,-1.378878,1.199628,-0.496316,-1.256185,0.128397,-1.197645,-1.377792,0.728106,-2.121356,-0.781406,0.817011,0.560947,-0.025179,0.547045,-1.043842,1.674176,-0.353438,-1.432052,-0.922577,-1.04673,0.351351,0,cluster3
